Series Name,Series Code,Country Name,Country Code,2019 [YR2019]
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Azerbaijan,AZE,621549000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Bahamas, The",BHS,206936185.690004
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bahrain,BHR,2890159574.46808
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bangladesh,BGD,82792588.3259286
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Barbados,BRB,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Belarus,BLR,185900000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Belgium,BEL,5348935400.56811
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Belize,BLZ,41881051.8284085
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Benin,BEN,87497446.53695
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bermuda,BMU,198609831.920464
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bhutan,BTN,64990915.7525373
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bolivia,BOL,275421573.736587
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bosnia and Herzegovina,BIH,84373799.5566987
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Botswana,BWA,99403760.8478686
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Brazil,BRA,2231583198.17
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,British Virgin Islands,VGB,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Brunei Darussalam,BRN,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Bulgaria,BGR,204570000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Burkina Faso,BFA,196545204.66327
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Burundi,BDI,17473373.90201
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cabo Verde,CPV,37197803.893243
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cambodia,KHM,279024939.883376
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cameroon,CMR,86396256.2550968
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Canada,CAN,8763218444.02472
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cayman Islands,CYM,501070778.204923
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Central African Republic,CAF,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Chad,TCD,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Channel Islands,CHI,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Chile,CHL,722743058.630458
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,China,CHN,15135300288.47
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Colombia,COL,348172705.450734
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Comoros,COM,4660667.55337705
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Congo, Dem. Rep.",COD,1004481694.54917
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Congo, Rep.",COG,48271835.4216927
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Costa Rica,CRI,528443216.045355
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cote d'Ivoire,CIV,908280381.780388
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Croatia,HRV,567530149.594148
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cuba,CUB,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Curacao,CUW,131553156.324022
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Cyprus,CYP,840805788.000439
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Czechia,CZE,4717191518.91212
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Denmark,DNK,3362973683.36444
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Djibouti,DJI,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Dominica,DMA,25718457.7777777
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Dominican Republic,DOM,741100000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Ecuador,ECU,654668980.287942
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Egypt, Arab Rep.",EGY,471900000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,El Salvador,SLV,233048594.23
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Equatorial Guinea,GNQ,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Eritrea,ERI,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Estonia,EST,249205376.651593
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Ethiopia,ETH,19080067.1042013
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Faroe Islands,FRO,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Fiji,FJI,11256018.1127447
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Finland,FIN,1412658204.51838
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,France,FRA,15316416481.3607
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,French Polynesia,PYF,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Gabon,GAB,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Gambia, The",GMB,18925942.9503629
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Georgia,GEO,169883742.14
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Germany,DEU,19384946880.7898
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Ghana,GHA,667262506.260227
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Gibraltar,GIB,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Greece,GRC,2666198439.31109
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Greenland,GRL,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Grenada,GRD,55659995.9259258
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Guam,GUM,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Guatemala,GTM,18007690
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Guinea,GIN,82690000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Guinea-Bissau,GNB,98051579.0071256
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Guyana,GUY,149060525.506631
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Haiti,HTI,284975298.612722
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Honduras,HND,329933337.227852
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Hong Kong SAR, China",HKG,997216059.343349
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Hungary,HUN,1019271487.84643
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Iceland,ISL,448688542.710784
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,India,IND,7531590149.75826
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Indonesia,IDN,5070875384.27097
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Iran, Islamic Rep.",IRN,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Iraq,IRQ,664300000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Ireland,IRL,756609825.541116
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Isle of Man,IMN,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Israel,ISR,2556900000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Italy,ITA,9577332780.60052
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Jamaica,JAM,324882512.018689
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Japan,JPN,6827885453.32526
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Jordan,JOR,574788732.394366
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Kazakhstan,KAZ,2660169693.95827
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Kenya,KEN,2563928.55203915
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Kiribati,KIR,1029772.43083918
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Korea, Dem. People's Rep.",PRK,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Korea, Rep.",KOR,11231600000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Kosovo,XKX,42016018.4361818
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Kuwait,KWT,18855161641.2344
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Kyrgyz Republic,KGZ,573920041.423826
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Lao PDR,LAO,106033680.86
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Latvia,LVA,240536845.373374
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Lebanon,LBN,4335489409.46761
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Lesotho,LSO,3395984.32192808
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Liberia,LBR,251179523.757957
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Libya,LBY,1082300000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Liechtenstein,LIE,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Lithuania,LTU,602061051.719418
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Luxembourg,LUX,14103454421.4836
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Macao SAR, China",MAC,2324634266.76165
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,North Macedonia,MKD,21972421
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Madagascar,MDG,63243733.9197814
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Malawi,MWI,32026968.7841038
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Malaysia,MYS,11397960819.8498
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Maldives,MDV,596115719.228945
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Mali,MLI,206300457.374727
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Malta,MLT,133113496.298429
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Marshall Islands,MHL,16047952.6682637
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Mauritania,MRT,10091814.7753287
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Mauritius,MUS,822789626.704697
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Mexico,MEX,787386867
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Micronesia, Fed. Sts.",FSM,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Moldova,MDA,180740000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Monaco,MCO,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Mongolia,MNG,233421699.204124
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Montenegro,MNE,123350542.045177
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Morocco,MAR,136433736.536388
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Mozambique,MOZ,192725980.91007
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Myanmar,MMR,178868962.971662
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Namibia,NAM,95556581.8964554
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Nauru,NRU,13937202.9131334
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Nepal,NPL,60035162.8461264
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Netherlands,NLD,14111599015.9359
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,New Caledonia,NCL,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,New Zealand,NZL,883151923.461171
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Nicaragua,NIC,1600000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Niger,NER,178579848.554219
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Nigeria,NGA,90600080.5251922
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Northern Mariana Islands,MNP,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Norway,NOR,4619086160.04778
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Oman,OMN,9133596879.06371
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Pakistan,PAK,124000000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Palau,PLW,19415000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Panama,PAN,823651596.89
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Papua New Guinea,PNG,140810754.095545
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Paraguay,PRY,89952534.2550833
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Peru,PER,325545723.269984
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Philippines,PHL,225723157.628141
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Poland,POL,8008000000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Portugal,PRT,323243741.152593
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Puerto Rico (US),PRI,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Qatar,QAT,11963736263.7362
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Romania,ROU,485742404.266329
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Russian Federation,RUS,22217240000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Rwanda,RWA,72408226.7524805
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Samoa,WSM,19773166.0639656
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,San Marino,SMR,194851097.432521
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Sao Tome and Principe,STP,103605.327748143
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Saudi Arabia,SAU,31197048533.3333
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Senegal,SEN,552837235.183161
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Serbia,SRB,331770720.982693
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Seychelles,SYC,73362997.5179899
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Sierra Leone,SLE,8294458.3626165
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Singapore,SGP,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Sint Maarten (Dutch part),SXM,99776723.027933
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Slovak Republic,SVK,511269955.022233
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Slovenia,SVN,364694718.998778
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Solomon Islands,SLB,83345358.4532868
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Somalia, Fed. Rep.",SOM,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,South Africa,ZAF,1052038112.59502
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,South Sudan,SSD,16020000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Spain,ESP,448985346.915579
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Sri Lanka,LKA,1090540000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,St. Kitts and Nevis,KNA,25297852.2222222
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,St. Lucia,LCA,17119542.2222222
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,St. Martin (French part),MAF,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,St. Vincent and the Grenadines,VCT,10428524.0740741
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Sudan,SDN,138816458.193823
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Suriname,SUR,71686379.4965378
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Eswatini,SWZ,26891451.2673028
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Sweden,SWE,3368050650.88683
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Switzerland,CHE,28436482089.5179
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Syrian Arab Republic,SYR,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Tajikistan,TJK,190464767.39
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Tanzania,TZA,87214900.1096873
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Thailand,THA,8912892000.24464
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Timor-Leste,TLS,101682442.23
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Togo,TGO,102310758.206462
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Tonga,TON,28880062.9202786
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Trinidad and Tobago,TTO,251772738.316974
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Tunisia,TUN,29819021.5782785
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Turkiye,TUR,678000000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Turkmenistan,TKM,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Turks and Caicos Islands,TCA,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Tuvalu,TUV,1234651.66505075
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Uganda,UGA,379318254.123798
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Ukraine,UKR,575000000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,United Arab Emirates,ARE,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,United Kingdom,GBR,10360300796.8854
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,United States,USA,71583000000
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Uruguay,URY,116799722.850059
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Uzbekistan,UZB,274721976.95949
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Vanuatu,VUT,15540295.8405966
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Venezuela, RB",VEN,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Viet Nam,VNM,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Virgin Islands (U.S.),VIR,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,West Bank and Gaza,PSE,29079903.9665402
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,"Yemen, Rep.",YEM,..
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Zambia,ZMB,103806723.85359
"Personal remittances, paid (current US$)",BM.TRF.PWKR.CD.DT,Zimbabwe,ZWE,13480565.662
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Afghanistan,AFG,23404553.647249
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Albania,ALB,1201022154.46643
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Algeria,DZA,1381200049.59264
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,American Samoa,ASM,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Andorra,AND,422216126.281171
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Angola,AGO,-4098478747.63754
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Antigua and Barbuda,ATG,133908540.37037
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Argentina,ARG,6649187837.98606
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Armenia,ARM,100285081.566817
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Aruba,ABW,-75226540.6843182
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Australia,AUS,38745129661.1196
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Austria,AUT,-12636357247.4569
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Azerbaijan,AZE,1503918000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Bahamas, The",BHS,482229306.391
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bahrain,BHR,941755319.148936
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bangladesh,BGD,1908045387.02684
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Barbados,BRB,215370130
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Belarus,BLR,1273300000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Belgium,BEL,-10587088044.237
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Belize,BLZ,93910241.7033733
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Benin,BEN,218207871.715642
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bermuda,BMU,4389826.5
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bhutan,BTN,13011377.2857267
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bolivia,BOL,-216636843.1305
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bosnia and Herzegovina,BIH,447875544.610652
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Botswana,BWA,93607130.032602
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Brazil,BRA,69174411753.45
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,British Virgin Islands,VGB,39103361610
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Brunei Darussalam,BRN,373256767.246304
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Bulgaria,BGR,2221250000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Burkina Faso,BFA,162970140.263612
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Burundi,BDI,30289708.9123114
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cabo Verde,CPV,122921295.022726
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cambodia,KHM,3663032999.47048
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cameroon,CMR,1024779237.90888
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Canada,CAN,48942300762.2452
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cayman Islands,CYM,1080420248.60699
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Central African Republic,CAF,25601160
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Chad,TCD,566638950
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Channel Islands,CHI,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Chile,CHL,13579090978.7595
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,China,CHN,187169822364.755
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Colombia,COL,13989154028.3683
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Comoros,COM,4300803.9663215
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Congo, Dem. Rep.",COD,1350994226.20535
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Congo, Rep.",COG,-1427679257.05894
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Costa Rica,CRI,2719031329.42268
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cote d'Ivoire,CIV,848881139.442876
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Croatia,HRV,3978656307.57573
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cuba,CUB,..
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Curacao,CUW,203230453.620112
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Cyprus,CYP,113114188086.775
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Czechia,CZE,10752120870.7679
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Denmark,DNK,-3801733788.9774
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Djibouti,DJI,174999015.310514
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Dominica,DMA,63039788.5185185
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Dominican Republic,DOM,2829200000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Ecuador,ECU,979633496.243027
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,"Egypt, Arab Rep.",EGY,9010100000
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,El Salvador,SLV,696287032.758767
"Foreign direct investment, net inflows (BoP, current US$)",BX.KLT.DINV.CD.WD,Equatorial Guinea,GNQ,821413130
